Start_date;End_date;Country;ISO;Location;Latitude;Longitude;Magnitude_value;Magnitude_scale;Disaster_type;Disaster_subtype;Associated_disaster;Associated_disaster2;Total_deaths;Total_affected;Total_damage;Insured_losses;Disaster_name;Disaster_No
04/06/2011;17/06/2011;Argentina;ARG;San Martin de Los Andes town (Lacar district, Neuquen province), Bariloche district (Rio Negro province), Chubut province;-40.59;-72.12;;;Volcanic activity;Ash fall;--;--;0;3000;104000;0;"Volcano ""Puyehue""";2011-0209
24/04/2015;24/04/2015;Argentina;ARG;San Carlos de Bariloche town (Bariloche district, Rio Negro province);;;;;Volcanic activity;Ash fall;--;--;0;0;0;0;Calbuco;2015-0142
/01/2018;/03/2018;Argentina;ARG;Buenos Aires, Cordoba, Santa Fe, Pampa, Santiago del Estero provinces;;;;Km2;Drought;Drought;--;--;0;0;3400000;0;;2018-9075
27/04/1931;27/04/1931;Armenia;ARM;Zangezur, Nakhitchevan;39.2;46;6.3;Richter;Earthquake;Ground movement;--;--;2890;0;0;0;;1931-0019
18/07/1997;18/07/1997;Armenia;ARM;Noyemberyan city (Noemberjan district, Tavush province);41.101;45.14;4.2;Richter;Earthquake;Ground movement;--;--;0;15000;33333;0;;1997-0368
/06/2000;//2000;Armenia;ARM;Ararat, Armavir, Gergharkunik, Aragatsotn, Shirak, Kotayk, Tavush, Lori provinces;;;1720;Km2;Drought;Drought;Heat wave;--;0;297000;100000;0;;2000-9495
12/05/2013;17/05/2013;Armenia;ARM;Armavir province;;;;Kph;Storm;Convective storm;Hail;--;0;64000;60000;0;;2013-0194
/12/2013;/02/2014;Armenia;ARM;Yerevan province;;;-20;°C;Extreme temperature ;Severe winter conditions;--;--;0;12000;0;0;;2013-0568
17/08/2018;18/08/2018;Armenia;ARM;Shirak region;;;;Kph;Storm;Convective storm;--;--;0;9900;1822;0;;2018-0480
27/06/2019;27/06/2019;Armenia;ARM;Karnut, Saratak, Hovit, Basen, Arevik, Jradzor, Tshoghamarg, Goghovit, Gtashen, Hoghmik, Lernaghyugh, Torosgyugh, Hovtun, Amasia (Shirak region);;;;Kph;Storm;Convective storm;--;--;0;10887;0;0;;2019-0319
/01/1966;/01/1966;American Samoa;ASM;;;;;Kph;Storm;Tropical cyclone;--;--;90;0;0;0;;1966-0117
29/09/2009;29/09/2009;American Samoa;ASM;Pago Pago, Tula villages ;-15.489;-172.095;8.1;Richter;Earthquake;Tsunami;Tsunami/Tidal wave;--;34;2500;0;0;;2009-0420
10/01/1989;10/01/1989;American Samoa;ASM;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;5000;0;Gina;1989-0561
05/01/2004;05/01/2004;American Samoa;ASM;American Samoa;;;310;Kph;Storm;Tropical cyclone;--;--;0;23060;150000;0;Heta;2004-0004
16/02/2005;16/02/2005;American Samoa;ASM;Manu'a island;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Olaf;2005-0151
01/09/1950;01/09/1950;Antigua and Barbuda;ATG;;;;;Kph;Storm;Tropical cyclone;--;--;2;0;1000;0;Dog;1950-0009
04/09/1960;04/09/1960;Antigua and Barbuda;ATG;;;;;Kph;Storm;Tropical cyclone;--;--;2;0;0;0;Donna;1960-0024
17/09/1989;17/09/1989;Antigua and Barbuda;ATG;;;;;Kph;Storm;Tropical cyclone;--;--;2;8030;80000;0;Hugo;1989-0115
05/09/1995;07/09/1995;Antigua and Barbuda;ATG;;;;220;Kph;Storm;Tropical cyclone;--;--;2;3702;350000;0;Luis;1995-0192
20/09/1998;29/09/1998;Antigua and Barbuda;ATG;Liberta, Crabbe Hill, Five Islands, All Saint Village, Bolans;;;210;Kph;Storm;Tropical cyclone;--;--;2;2025;100000;50000;Georges;1998-0383
20/10/1999;20/10/1999;Antigua and Barbuda;ATG;Crab's Hill, Five Isl., Cobbs Cross;;;160;Kph;Storm;Tropical cyclone;--;--;1;2534;0;0;Jose;1999-0438
17/11/1999;19/11/1999;Antigua and Barbuda;ATG;;;;215;Kph;Storm;Tropical cyclone;--;--;1;3423;0;0;Lenny;1999-0525
06/09/2017;06/09/2017;Antigua and Barbuda;ATG;Barbuda, St John and St George districts (Crosbies, Fort Road, Clare Hall, Grays Farm, Pigotts) (Antigua);;;295;Kph;Storm;Tropical cyclone;--;--;1;1400;250000;6800;Hurricane 'Irma';2017-0381
26/09/1966;26/09/1966;Antigua and Barbuda;ATG;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Inez;1966-0072
/11/1983;//1983;Antigua and Barbuda;ATG;;;;;Km2;Drought;Drought;--;--;0;75000;0;0;;1983-9139
27/08/1990;27/08/1990;Antigua and Barbuda;ATG;;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Gustav;1990-0052
15/10/2008;16/10/2008;Antigua and Barbuda;ATG;All country affected (no more data);;;;Kph;Storm;Tropical cyclone;Flood;--;0;25800;0;0;"Hurricane ""Omar""";2008-0604
29/08/2010;31/08/2010;Antigua and Barbuda;ATG;All country affected (no data);;;142;Kph;Storm;Tropical cyclone;Flood;--;0;5000;12600;0;Hurricane Earl;2010-0468
//1967;//1969;Australia;AUS;South-East;;;;Km2;Drought;Drought;--;--;600;0;600000;0;;1967-9012
27/01/2009;08/02/2009;Australia;AUS;Victoria, New South wales (South), Tasmania (Northern) provinces;;;48.8;°C;Extreme temperature ;Heat wave;--;--;347;2000;0;0;;2009-0616
02/02/2009;14/02/2009;Australia;AUS;Marysville, Kinglake, Taggerty cities (Murrindindi (S) district, Victoria province),  Strathewen, St Andrews cities (Nillumbik (S) district, Victoria province), , Whittlesea city (Whittlesea district, Victoria province), Wandong city (Mitchell (S) district, Victoria province) ;;;3100;Km2;Wildfire;Land fire (Brush, Bush, Pasture);Heat wave;--;180;9954;1300000;770000;;2009-0067
13/01/2014;18/01/2014;Australia;AUS;Western Australia, Victoria provinces;;;52;°C;Extreme temperature ;Heat wave;--;--;139;0;0;0;;2014-0010
16/02/1983;16/02/1983;Australia;AUS;South Australia, Victoria;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;75;11000;400000;0;;1983-0045
//1939;//1939;Australia;AUS;Victoria New South Wales;;;5000;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;71;3900;0;0;;1939-0017
25/12/1974;25/12/1974;Australia;AUS;Darwin;;;;Kph;Storm;Tropical cyclone;--;--;65;45640;800000;0;Tracy;1974-0061
07/02/1967;07/02/1967;Australia;AUS;Hobart (Tasmania);;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;62;3100;68500;0;;1967-0018
//1944;//1944;Australia;AUS;Western District Victoria;;;5000;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;49;2100;0;0;;1944-0028
18/01/1985;18/01/1985;Australia;AUS;Brisbane, Queensland;;;;Kph;Storm;Convective storm;--;--;27;0;122000;68400;;1985-0023
19/01/1994;19/01/1994;Australia;AUS;;;;;Kph;Storm;Tropical cyclone;--;--;22;0;0;0;Hurricane;1994-0310
/02/1993;/02/1993;Australia;AUS;South-east Australia;;;;°C;Extreme temperature ;Heat wave;--;--;17;3000500;0;0;;1993-0515
/03/1979;/03/1979;Australia;AUS;Western Australia;;;;Kph;Storm;Tropical cyclone;--;--;15;0;31286;0;Hazel;1979-0242
/01/1970;/01/1970;Australia;AUS;Queensland;;;;Kph;Storm;Tropical cyclone;--;--;13;0;72475;0;Ada;1970-0109
/11/1968;/11/1968;Australia;AUS;New South Wales;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;12;1800;1000;0;;1968-0080
28/12/1989;28/12/1989;Australia;AUS;Newcastle;-32.967;151.619;5.4;Richter;Earthquake;Ground movement;--;--;12;2115;1000000;396000;;1989-0142
04/01/2005;26/01/2005;Australia;AUS;Eyre peninsula (Ceduna (DC), Cleve (DC), Elliston (DC), Franklin Harbour (DC), Kimba (DC), Lower Eyre Peninsula (DC), Port Augusta (C), Port Lincoln (C), Streaky Bay (DC), Tumby Bay (DC), Whyalla (C), Wudinna (DC) districts, South Australia province);;;1000;Km2;Wildfire;Forest fire;--;--;12;220;40000;20000;;2005-0014
27/03/2017;06/04/2017;Australia;AUS;"Logan region; Queensland; Nouvelle-Galles du Sud, au sud du Queensland, Sydney; Bowen (Whitsunday), Mackay, Proserpine (Whitsunday), Airlie beach (Whitsunday Isl.)";;;263;Kph;Storm;Tropical cyclone;Flood;--;12;45000;2700000;1400000;Debbie;2017-0105
/01/1974;/01/1974;Australia;AUS;Brisbane (Queensland);;;;Kph;Storm;Tropical cyclone;--;--;11;0;296717;0;Wanda;1974-0091
/02/1995;/02/1995;Australia;AUS;Onslow;;;104;Kph;Storm;Tropical cyclone;--;--;7;7045;98000;0;Bobby;1995-0440
20/04/2015;28/04/2015;Australia;AUS;Dungog, Hunters Hill, Sydney districts (New South Wales province);;;135;Kph;Storm;Convective storm;Flood;Surge;7;1000;1300000;730000;;2015-0148
/02/1985;/02/1985;Australia;AUS;New South Wales;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;6;0;18169;0;;1985-0331
31/08/1996;31/08/1996;Australia;AUS;Sydney;;;120;Kph;Storm;--;--;--;6;450220;47000;0;;1996-0195
23/01/2013;30/01/2013;Australia;AUS;Brisbane, Ipswich, Bundaberg, Rockhampton districts (Queensland province), New South Wales province;;;;Kph;Storm;Tropical cyclone;Flood;--;6;7500;2000000;1000000;Ex-Tropical cyclone Oswald;2013-0008
/04/1978;/04/1978;Australia;AUS;Western;;;;Kph;Storm;Tropical cyclone;--;--;5;100;1000000;0;Alby;1978-0049
/01/1985;/01/1985;Australia;AUS;Southeastern;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;5;100;15000;0;;1985-0004
/01/1994;/01/1994;Australia;AUS;Townsville;;;;°C;Extreme temperature ;Heat wave;--;--;5;100150;0;0;;1994-0641
02/02/1999;11/02/1999;Australia;AUS;Queensland State;;;170;Kph;Storm;Tropical cyclone;Flood;--;5;2000;300000;0;Rona;1999-0051
04/06/2016;05/06/2016;Australia;AUS;New South Wales, Queensland, Tasmania provinces;;;115;Kph;Storm;Convective storm;Flood;--;5;0;500000;310000;;2016-0201
/08/1986;/08/1986;Australia;AUS;Sydney, New South Wales;;;;Kph;Storm;--;--;--;4;0;68055;0;;1986-0216
06/01/1994;06/01/1994;Australia;AUS;Nouvelle Galle du Sud;;;8000;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;4;26020;150000;0;;1994-0001
08/01/2003;18/02/2003;Australia;AUS;Canberra region (Unincorporated ACT district, Australian Capital Territory province);;;30000;Km2;Wildfire;Forest fire;--;--;4;2650;300000;264000;;2003-0030
24/12/1971;24/12/1971;Australia;AUS;Townsville area (Queensland);;;;Kph;Storm;Tropical cyclone;--;--;3;0;119219;0;Althea;1971-0096
/12/1977;/12/1977;Australia;AUS;Blue Mountains, New South Wales;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;3;0;2168;0;;1977-0227
/02/1986;/02/1986;Australia;AUS;North Queensland;;;;Kph;Storm;Tropical cyclone;--;--;3;1012;70000;0;Winifred;1986-0029
/01/2006;/04/2006;Australia;AUS;Victoria, New South Wales, Tasmania provinces;;;;Km2;Wildfire;Forest fire;--;--;3;81;50000;0;;2006-0057
/04/1989;/04/1989;Australia;AUS;South New Gales, Queensland;;;;Kph;Storm;Tropical cyclone;--;--;2;0;94300;94300;Aivu;1989-0398
/04/1989;/04/1989;Australia;AUS;;;;;Kph;Storm;Tropical cyclone;--;--;2;0;13611;0;Orson;1989-0399
18/12/1992;18/12/1992;Australia;AUS;Victoria;;;;Kph;Storm;Convective storm;--;--;2;120;274900;0;;1992-0380
25/05/1994;25/05/1994;Australia;AUS;Narrogin, Albany, Katanning, Geraldton, Dongara, Moora Perth;;;140;Kph;Storm;Convective storm;--;--;2;240220;77600;0;;1994-0127
/11/1994;/11/1994;Australia;AUS;Sydney;;;;Kph;Storm;Convective storm;--;--;2;120090;0;0;;1994-0644
28/11/1997;28/11/1997;Australia;AUS; From Tare To Bega, Coonabaraban;;;2500;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;2;0;6700;0;;1997-0285
08/10/2002;06/12/2002;Australia;AUS;Sydney (Ashfield (A), Auburn (C), Bankstown (C), Botany Bay (C), Burwood (A), Canada Bay (A), Canterbury (C), Holroyd (C), Hunters Hill (A), Hurstville (C), Kogarah (C), Ku-ring-gai (A), Lane Cove (A), Leichhardt (A), Manly (A), Marrickville (A), Mosman (A), North Sydney (A), Parramatta (C), Pittwater (A), Randwick (C), Rockdale (C), Ryde (C), Strathfield (A), Sutherland Shire (A), Sydney (C), Warringah (A), Waverley (A), Willoughby (C), Woollahra (A) districts, New South Wales province);;;0;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;2;244;50000;0;;2002-0765
07/11/2004;07/11/2004;Australia;AUS;Brisbane district (Queensland province);;;;Kph;Storm;--;Hail;Flood;2;45;10000;0;;2004-0589
02/03/2007;16/03/2007;Australia;AUS;Darwin district (Northern Territory province), Ashburton, East Pilbara, Port Hedland, Roebourne districts (Western Australia province);-13.67;131.92;275;Kph;Storm;Tropical cyclone;Flood;--;2;820;100000;0;George and Jacob;2007-0591
18/10/2013;31/10/2013;Australia;AUS;Blue Mountains (C) district (New South Wales province);;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;2;990;268000;164000;;2013-0402
13/01/2014;13/01/2014;Australia;AUS;Kalamunda (S), Mundaring (S) districts (Perth Hills region, Western Australia province);;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;2;168;25000;0;;2014-0004
25/11/2015;28/11/2015;Australia;AUS;Pinery, Balaklava cities (Wakefield (DC) district, North Mount Lofty Ranges, South Australia province), Roseworthy city (Light (RegC) district, South Australia province);;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;2;135;200000;120000;;2015-0514
05/01/2016;10/01/2016;Australia;AUS;Yarloop, Cookernup areas (Harvey (S) district, Western Australia province), Hamel, Waroona areas (Waroona (S) district, Western Australia province);;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;2;540;110000;50000;Yarloop busfires;2016-0014
/04/1982;/04/1982;Australia;AUS;North Queensland;;;;Kph;Storm;Tropical cyclone;--;--;1;0;6864;0;Dominic;1982-0255
/03/1988;/03/1988;Australia;AUS; Queensland;;;;Kph;Storm;Tropical cyclone;--;--;1;0;20417;0;Charlie;1988-0658
07/11/1994;07/11/1994;Australia;AUS;Victoria, South Wales;;;150;Kph;Storm;--;--;--;1;2500104;0;0;;1994-0555
/11/1995;/11/1995;Australia;AUS;Western Sydney;;;;°C;Extreme temperature ;Heat wave;--;--;1;500100;0;0;;1995-0443
/12/1995;/12/1995;Australia;AUS;South East & Brisbane, Granite Belt Region;;;100;Kph;Storm;--;--;--;1;400045;84000;0;;1995-0444
/12/1996;/12/1996;Australia;AUS;Singleton district;;;;Kph;Storm;Convective storm;--;--;1;15611;140000;0;;1996-0322
/01/1999;/01/1999;Australia;AUS;Victoria, South Australia;;;1000;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;1;2000;0;0;;1999-0001
19/03/1999;23/03/1999;Australia;AUS;Exmouth;;;300;Kph;Storm;Tropical cyclone;--;--;1;2672;200000;0;Vance;1999-0092
14/04/1999;14/04/1999;Australia;AUS;Sydney;;;;Kph;Storm;Convective storm;Hail;--;1;6024;1500000;1100000;;1999-0104
27/02/2000;13/03/2000;Australia;AUS;Cairns, Tablelands districts (Queensland province), New South Wales province;;;120;Kph;Storm;Tropical cyclone;Flood;--;1;200;90000;10000;Steve;2000-0097
16/01/2001;16/01/2001;Australia;AUS;Sydney district (New South Wales province);;;112;Kph;Storm;--;--;--;1;0;6600;0;;2001-0030
18/01/2001;18/01/2001;Australia;AUS;Brisbane district (Queensland province), Kiama, Shellharbour, Wingecarribee, Wollongong, Hornsby, Ku-ring-gai, Waverley, Richmond Valley, Armidale Dumaresq, Tamworth Regional, Clarence Valley, Kyogle districts (New South Wales province);;;;Kph;Storm;--;--;--;1;27;0;0;;2001-0045
09/01/2003;09/01/2003;Australia;AUS;New South Wales province;;;100;Kph;Storm;--;--;--;1;0;0;0;;2003-0066
24/01/2004;31/01/2004;Australia;AUS;Victoria, Queensland provinces;;;;Kph;Storm;--;Hail;Rain;1;0;50000;30000;;2004-0674
02/12/2005;02/12/2005;Australia;AUS;Australian Capital Territory, Queensland, New South Wales, Victoria provinces;;;;Kph;Storm;--;--;--;1;600;15000;0;;2005-0697
/12/2006;/12/2006;Australia;AUS;Tasmania, Victoria, New South Wales provinces;;;;Km2;Wildfire;Forest fire;--;--;1;60;50000;0;;2006-0666
15/11/2008;21/11/2008;Australia;AUS;Brisbane, Logan, Gold Coast, Sunshine Coast, Moreton Bay districts (Queensland province);-30.05;151.49;;Kph;Storm;Convective storm;Flood;Hail;1;12000;450000;380000;;2008-0525
19/05/2009;28/05/2009;Australia;AUS;Queensland, New South Wales provinces;-29.05;152.73;130;Kph;Storm;Convective storm;Flood;--;1;15000;60000;0;;2009-0230
21/03/2010;21/03/2010;Australia;AUS;Mackay, Whitsunday districts (Queensland province);;;200;Kph;Storm;Tropical cyclone;--;--;1;0;0;0;"Cyclone ""Ului""";2010-0120
02/02/2011;05/02/2011;Australia;AUS;Cassowary, Innisfail, Silkwood, Mission Beach, Cardwell, Tully towns (Cassowary Coast district, Queensland province), Townsville town (Townsville district, Queensland province), Ingham town (Hinchinbrook district, Queensland province);;;290;Kph;Storm;Tropical cyclone;Flood;--;1;7300;2500000;1300000;"Tropical Cyclone ""Yasi""";2011-0070
01/01/2013;17/01/2013;Australia;AUS;"Dunnaley, Boomer Bay cities (Sorell (M) district, Tasmania province), Sommers Bay (Tasman district, Tasmania province), Bicheno city (Glamorgan/Spring Bay (M) district, Tasmania province); New South Wales, Victoria";;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;1;450;98000;80000;;2013-0024
22/02/2015;24/02/2015;Australia;AUS;Queensland, New South Wales provinces;;;210;Kph;Storm;Tropical cyclone;--;--;1;6000;546000;396000;Cyclone 'Marcia';2015-0079
14/10/1968;14/10/1968;Australia;AUS;Perth, Meckering;;;;Richter;Earthquake;Ground movement;--;--;0;4290;2600;0;;1968-0077
/12/1974;/01/1975;Australia;AUS;Central New South Wales;;;45000;Km2;Drought;Drought;--;--;0;0;0;0;;1974-9100
/01/1975;/01/1975;Australia;AUS;Kangaroo Isl.;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;0;0;0;0;;1975-0102
/01/1975;/01/1975;Australia;AUS;Mildura region;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;0;0;0;0;;1975-0103
/12/1975;/12/1975;Australia;AUS;Western;;;;Kph;Storm;Tropical cyclone;--;--;0;0;63861;0;Joan;1975-0131
10/01/1976;10/01/1976;Australia;AUS;Too-Woomba, Queensland;;;;Kph;Storm;Convective storm;--;--;0;0;13037;0;;1976-0128
02/11/1976;02/11/1976;Australia;AUS; Sandon, Castlemaine, Mortlake (Victoria);;;;Kph;Storm;Convective storm;--;--;0;0;7279;0;;1976-0129
10/11/1976;10/11/1976;Australia;AUS;Sydney;;;;Kph;Storm;--;--;--;0;0;38024;0;;1976-0131
/01/1976;/01/1976;Australia;AUS;Queensland;;;;Kph;Storm;Tropical cyclone;--;--;0;0;4237;0;David;1976-0163
/02/1976;/02/1976;Australia;AUS;Bundaberg Qld;;;;Kph;Storm;Tropical cyclone;--;--;0;0;8257;0;Beth;1976-0164
/12/1976;/12/1976;Australia;AUS;Queensland;;;;Kph;Storm;Tropical cyclone;--;--;0;0;36177;0;Ted;1976-0165
//1976;//1976;Australia;AUS;Victoria, South Australia, Southern Inland New South Wales;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1976-9126
/05/1976;/08/1976;Australia;AUS;Southwest of Western Australia;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1976-9127
/01/1977;/01/1977;Australia;AUS;New South Wales;;;;Kph;Storm;Convective storm;--;--;0;0;38680;0;;1977-0223
/02/1977;/02/1977;Australia;AUS;Tongala, Echuca Victoria;;;;Kph;Storm;--;--;--;0;0;10269;0;;1977-0224
/02/1977;/02/1977;Australia;AUS;Western district;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;0;0;22592;0;;1977-0225
/10/1978;/10/1978;Australia;AUS;South Australia, Victoria Harbour, Tasmania;;;;Kph;Storm;--;--;--;0;0;3797;0;;1978-0204
/02/1978;/02/1978;Australia;AUS;Sydney, Newcastle, Wollongong (New South Wales);;;;Kph;Storm;--;--;--;0;0;35090;0;;1978-0238
/03/1978;/03/1978;Australia;AUS;North Coast, New South Wales;;;;Kph;Storm;--;--;--;0;0;11620;0;;1978-0239
/06/1978;/06/1978;Australia;AUS;Sydney (New South Wales);;;;Kph;Storm;--;--;--;0;0;16107;0;;1978-0240
//1978;//1978;Australia;AUS;Southern Queensland, New South Wales, Victoria, Northeast Tasmania;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1978-9200
/06/1979;/06/1979;Australia;AUS;Cadoux region;;;;Richter;Earthquake;Ground movement;--;--;0;0;7075;0;;1979-0219
/02/1979;/02/1979;Australia;AUS;Act, Gouldburn,Yass, Mittagong, New South Wales;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;0;0;4090;0;;1979-0241
/11/1979;/11/1979;Australia;AUS;;;;;Kph;Storm;Convective storm;--;--;0;0;18683;0;;1979-0243
/01/1980;/01/1980;Australia;AUS;New South Wales Coast;;;;Kph;Storm;Tropical cyclone;--;--;0;0;6966;0;Amy;1980-0286
/02/1980;/02/1980;Australia;AUS;Pilbara;;;;Kph;Storm;Tropical cyclone;--;--;0;0;40026;0;Dean;1980-0287
/02/1980;/02/1980;Australia;AUS; Adelaide Hills (South);;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;0;40;25975;0;;1980-0288
/02/1980;/02/1980;Australia;AUS;Pilbara;;;;Kph;Storm;Tropical cyclone;--;--;0;0;4605;0;Enid;1980-0289
/12/1980;/12/1980;Australia;AUS;Brisbane, Queensland;;;;Kph;Storm;Tropical cyclone;--;--;0;0;13932;0;;1980-0290
/12/1980;/12/1980;Australia;AUS;Brighton, Queensland;;;;Kph;Storm;--;--;--;0;0;29399;0;;1980-0291
/11/1981;/11/1981;Australia;AUS;Queensland, New South Wales, South Australia, West Australia;;;;Kph;Storm;Convective storm;--;--;0;0;7895;0;;1981-0193
//1981;//1982;Australia;AUS;Queensland, New South Wales, Victoria States;;;;Km2;Drought;Drought;--;--;0;80000;6000000;0;;1981-9188
15/11/1982;15/11/1982;Australia;AUS;Victoria, Melbourne;;;139;Kph;Storm;Convective storm;--;--;0;0;12454;0;;1982-0264
15/12/1982;15/12/1982;Australia;AUS;Southern Queensland;;;;Kph;Storm;Convective storm;--;--;0;0;11767;0;;1982-0266
/01/1983;/01/1983;Australia;AUS;Queensland;;;;Kph;Storm;--;--;--;0;0;1984;0;;1983-0457
/02/1983;/02/1983;Australia;AUS;South;;;;Kph;Storm;--;--;--;0;0;2255;0;;1983-0459
/09/1983;/09/1983;Australia;AUS;Perth, Bunbury;;;;Kph;Storm;--;--;--;0;0;5773;0;;1983-0461
/09/1985;/09/1985;Australia;AUS;Melbourne, Victoria;;;;Kph;Storm;Convective storm;--;--;0;0;7255;0;;1985-0334
03/10/1986;03/10/1986;Australia;AUS;Sydney, New South Wales;;;;Kph;Storm;--;--;--;0;0;51000;0;;1986-0121
/01/1986;/01/1986;Australia;AUS;Orange, New South Wales;;;;Kph;Storm;Convective storm;--;--;0;0;5778;0;;1986-0214
/12/1986;/12/1986;Australia;AUS;Adelaid;;;;Kph;Storm;--;--;--;0;0;6806;0;;1986-0217
03/01/1990;03/01/1990;Australia;AUS;South New South Wales, North Victoria;;;500;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;0;0;0;0;;1990-0269
18/03/1990;18/03/1990;Australia;AUS;Syndey;;;;Kph;Storm;Convective storm;Hail;--;0;0;389100;389100;;1990-0272
25/12/1990;25/12/1990;Australia;AUS;Queensland;;;;Kph;Storm;Tropical cyclone;--;--;0;0;155600;0;Joy;1990-0422
/01/1991;/01/1991;Australia;AUS;Sydney, New South Wales;;;;Kph;Storm;Convective storm;--;--;0;0;0;43000;;1991-0140
08/11/1991;08/11/1991;Australia;AUS;;;;;Kph;Storm;--;--;--;0;408;1560;0;;1991-0699
//1991;//1991;Australia;AUS;Western, South;;;;Km2;Drought;Drought;--;--;0;0;473000;0;;1991-9697
12/02/1992;12/02/1992;Australia;AUS;Sydney region;;;;Kph;Storm;Convective storm;--;--;0;0;103100;48100;;1992-0178
/12/1992;/12/1995;Australia;AUS;Queensland;;;;Km2;Drought;Drought;--;--;0;7000000;1500000;0;;1992-9543
/09/1993;/09/1993;Australia;AUS;Manduarh;;;;Kph;Storm;Convective storm;--;--;0;10045;0;0;;1993-0516
/12/1993;/12/1993;Australia;AUS;Melbourne, Shepparton;;;;Kph;Storm;--;--;--;0;2025;0;0;;1993-0517
20/09/1994;20/09/1994;Australia;AUS;New South Wales & Queenland;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;0;20141;0;0;;1994-0210
06/08/1994;06/08/1994;Australia;AUS;Cessnock,  Hunter Valley;32.956 S;151.228 E;5.4;Richter;Earthquake;Ground movement;--;--;0;5025;0;0;;1994-0642
